request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_172,10200.0,affordable_with_plan,installments,2024-06-05:5304.0|2024-07-03:5304.0,2024-06-05,none,"Use 2 installments of ZAR 5304.0, starting 2024-06-05. This leaves at least ZAR 27,200 available."
request_173,74475.62,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-11-14,none,"Use 3 installments of INR 39173.33, starting 2025-11-21. This leaves at least INR 79,100 available."
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35, starting 2026-04-04. This leaves at least EUR 700 available."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,"Pay EUR 2,346.3 today. This leaves at least EUR 1,700 available over the next 90 days."
request_176,470.3,affordable_later,wait,2025-03-01:1239.7,2025-03-01,none,"Wait until 2025-03-01 to pay EUR 1,239.7 in full. Current safe amount is EUR 470.3. Balance will be sufficient after upcoming income clears."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,"Pay USD 1,017.6 today. This leaves at least USD 1,300 available over the next 90 days."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1018.54, starting 2024-12-07. This leaves at least EUR 1,400 available."
request_179,13694869.84,affordable_later,wait,2025-06-17:41648000.0,2025-06-17,none,"Wait until 2025-06-17 to pay IDR 41,648,000 in full. Current safe amount is IDR 13,694,869.84. Balance will be sufficient after upcoming income clears."
request_180,66500.0,affordable_now,full_payment,2026-07-06:66500.0,2026-07-06,none,"Pay INR 66,500 today. This leaves at least INR 37,300 available over the next 90 days."
request_181,581.34,affordable_later,wait,2024-04-17:5059.2,2024-04-17,none,"Wait until 2024-04-17 to pay USD 5,059.2 in full. Current safe amount is USD 581.34. Balance will be sufficient after upcoming income clears."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714.0,2025-08-05,none,"Pay ZAR 65,714 today. This leaves at least ZAR 31,100 available over the next 90 days."
request_183,25548347.75,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-14,none,"Use 3 installments of IDR 9313546.67, starting 2026-04-10. This leaves at least IDR 11,878,300 available."
request_184,0.0,not_affordable,not_recommended,none,,none,"Cannot safely commit INR 251,900 within the 90-day forecast. Maximum safe amount today is INR 0. Consider reducing the request amount or revisiting later."
request_185,583.12,affordable_later,wait,2025-11-14:1257.3,2025-11-14,none,"Wait until 2025-11-14 to pay EUR 1,257.3 in full. Current safe amount is EUR 583.12. Balance will be sufficient after upcoming income clears."
request_186,16651.37,affordable_later,wait,2026-01-15:26554.0,2026-01-15,none,"Wait until 2026-01-15 to pay ZAR 26,554 in full. Current safe amount is ZAR 16,651.37. Balance will be sufficient after upcoming income clears."
request_187,45576.87,affordable_later,wait,2024-10-14:187500.0,2024-10-14,none,"Wait until 2024-10-14 to pay INR 187,500 in full. Current safe amount is INR 45,576.87. Balance will be sufficient after upcoming income clears."
request_188,318.3,not_affordable,not_recommended,none,,none,"Cannot safely commit EUR 2,464 within the 90-day forecast. Maximum safe amount today is EUR 318.3. Consider reducing the request amount or revisiting later."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 today. This leaves at least EUR 400 available over the next 90 days.
request_190,886.24,affordable_later,wait,2024-12-15:2557.5,2024-12-15,none,"Wait until 2024-12-15 to pay EUR 2,557.5 in full. Current safe amount is EUR 886.24. Balance will be sufficient after upcoming income clears."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 today. This leaves at least EUR 500 available over the next 90 days.
request_192,300.33,affordable_later,wait,2026-05-17:2046.0,2026-05-17,none,"Wait until 2026-05-17 to pay USD 2,046 in full. Current safe amount is USD 300.33. Balance will be sufficient after upcoming income clears."
request_193,211.14,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-17,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1,000 available."
request_194,46679.26,affordable_later,wait,2025-09-23:132800.0,2025-09-23,none,"Wait until 2025-09-23 to pay INR 132,800 in full. Current safe amount is INR 46,679.26. Balance will be sufficient after upcoming income clears."
request_195,1102.36,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-14,none,"Use 3 installments of EUR 405.74, starting 2026-01-09. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today. This leaves at least EUR 500 available over the next 90 days.
request_197,50939000.0,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use 3 installments of IDR 17658853.33, starting 2025-11-19. This leaves at least IDR 26,245,900 available."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800.0,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This leaves at least IDR 25,359,500 available."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000.0,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000.0,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900.0,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1,400 available."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"Pay EUR 588.74 today. This leaves at least EUR 1,300 available over the next 90 days."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000.0,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,6769.49,affordable_later,wait,2026-07-15:11830.0,2026-07-15,none,"Wait until 2026-07-15 to pay ZAR 11,830 in full. Current safe amount is ZAR 6,769.49. Balance will be sufficient after upcoming income clears."
request_208,4413000.0,affordable_now,full_payment,2024-06-07:4413000.0,2024-06-07,none,"Pay IDR 4,413,000 today. This leaves at least IDR 10,470,700 available over the next 90 days."
request_209,3016.76,not_affordable,not_recommended,none,2026-01-13,none,"Cannot safely commit ZAR 56,914 within the 90-day forecast. Maximum safe amount today is ZAR 3,016.76. Consider reducing the request amount or revisiting later."
request_210,1115.14,affordable_with_plan,partial_payment,2026-04-06:1115.14|2026-04-14:244.88,2026-04-14,none,"Pay USD 1,115.14 today and USD 244.88 on 2026-04-14. This spreads the cost while keeping at least USD 2,000 available."
request_211,572.53,affordable_later,wait,2024-09-15:1788.6,2024-09-15,none,"Wait until 2024-09-15 to pay EUR 1,788.6 in full. Current safe amount is EUR 572.53. Balance will be sufficient after upcoming income clears."
request_212,10137135.45,not_affordable,not_recommended,none,,none,"Cannot safely commit IDR 71,934,000 within the 90-day forecast. Maximum safe amount today is IDR 10,137,135.45. Consider reducing the request amount or revisiting later."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 2026-01-21. This leaves at least USD 2,100 available."
request_214,69750.0,affordable_with_plan,installments,2024-12-04:36270.0|2025-01-01:36270.0,2024-12-04,none,"Use 2 installments of INR 36270.0, starting 2024-12-04. This leaves at least INR 174,900 available."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 2025-05-09. This leaves at least ZAR 15,700 available."
request_216,722.52,affordable_later,wait,2026-09-13:3332.4,2026-09-13,none,"Wait until 2026-09-13 to pay USD 3,332.4 in full. Current safe amount is USD 722.52. Balance will be sufficient after upcoming income clears."
request_217,23403.48,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Use 3 installments of ZAR 12889.07, starting 2024-03-19. This leaves at least ZAR 26,800 available."
request_218,29035794.96,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This leaves at least IDR 34,477,200 available."
request_219,442.35,not_affordable,not_recommended,none,,none,"Cannot safely commit EUR 1,673.1 within the 90-day forecast. Maximum safe amount today is EUR 442.35. Consider reducing the request amount or revisiting later."
request_220,209.84,not_affordable,not_recommended,none,,none,"Cannot safely commit EUR 3,118.5 within the 90-day forecast. Maximum safe amount today is EUR 209.84. Consider reducing the request amount or revisiting later."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.0,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.0,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This leaves at least EUR 800 available over the next 90 days.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:5370040.0|2025-03-04:5370040.0,2025-02-04,none,"Use 2 installments of IDR 5370040.0, starting 2025-02-04. This leaves at least IDR 22,187,600 available."
request_225,12156439.43,affordable_with_plan,installments,2026-07-20:7647120.0|2026-08-19:7647120.0|2026-09-18:7647120.0,2026-07-15,none,"Use 3 installments of IDR 7647120.0, starting 2026-07-20. This leaves at least IDR 17,670,700 available."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.0,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,10585.61,not_affordable,not_recommended,none,,none,"Cannot safely commit INR 259,700 within the 90-day forecast. Maximum safe amount today is INR 10,585.61. Consider reducing the request amount or revisiting later."
request_228,7643700.0,affordable_later,wait,2026-07-06:63327000.0,2026-07-06,none,"Wait until 2026-07-06 to pay IDR 63,327,000 in full. Current safe amount is IDR 7,643,700. Balance will be sufficient after upcoming income clears."
request_229,554.41,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-17,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1,000 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.6 today. This leaves at least EUR 2,000 available over the next 90 days."
request_231,35706.0,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12378.08, starting 2026-01-06. This leaves at least ZAR 24,300 available."
request_232,1118.4,affordable_later,wait,2024-06-14:1970.1,2024-06-14,none,"Wait until 2024-06-14 to pay EUR 1,970.1 in full. Current safe amount is EUR 1,118.4. Balance will be sufficient after upcoming income clears."
request_233,5468200.0,affordable_with_plan,partial_payment,2025-11-07:5468200.0|2025-11-14:772800.0,2025-11-14,none,"Pay IDR 5,468,200 today and IDR 772,800 on 2025-11-14. This spreads the cost while keeping at least IDR 10,365,700 available."
request_234,280.76,affordable_later,wait,2026-08-14:1213.3,2026-08-14,none,"Wait until 2026-08-14 to pay EUR 1,213.3 in full. Current safe amount is EUR 280.76. Balance will be sufficient after upcoming income clears."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This leaves at least USD 700 available over the next 90 days.
request_236,7356497.56,not_affordable,not_recommended,none,2025-04-15,none,"Cannot safely commit IDR 52,383,000 within the 90-day forecast. Maximum safe amount today is IDR 7,356,497.56. Consider reducing the request amount or revisiting later."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.0,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available."
request_239,642.0,affordable_now,full_payment,2025-05-04:642.0,2025-05-04,none,Pay USD 642 today. This leaves at least USD 600 available over the next 90 days.
request_240,20020.0,affordable_with_plan,partial_payment,2026-01-06:20020.0|2026-03-15:81180.0,2026-03-15,none,"Pay INR 20,020 today and INR 81,180 on 2026-03-15. This spreads the cost while keeping at least INR 52,800 available."
request_241,21052000.0,not_affordable,not_recommended,none,2024-03-03,none,"Cannot safely commit IDR 21,052,000 within the 90-day forecast. Maximum safe amount today is IDR 21,052,000. Consider reducing the request amount or revisiting later."
request_242,142.55,not_affordable,not_recommended,none,,none,"Cannot safely commit EUR 1,966.8 within the 90-day forecast. Maximum safe amount today is EUR 142.55. Consider reducing the request amount or revisiting later."
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.0,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.0,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,47644.7,affordable_later,wait,2025-12-14:128500.0,2025-12-14,none,"Wait until 2025-12-14 to pay INR 128,500 in full. Current safe amount is INR 47,644.7. Balance will be sufficient after upcoming income clears."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This leaves at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.3 today. This leaves at least EUR 1,300 available over the next 90 days."
request_248,1025.93,affordable_with_plan,partial_payment,2025-02-07:1025.93|2025-02-20:939.67,2025-02-20,none,"Pay USD 1,025.93 today and USD 939.67 on 2025-02-20. This spreads the cost while keeping at least USD 1,300 available."
request_249,213.04,affordable_later,wait,2026-02-13:643.2,2026-02-13,none,Wait until 2026-02-13 to pay USD 643.2 in full. Current safe amount is USD 213.04. Balance will be sufficient after upcoming income clears.
request_250,17762.28,not_affordable,not_recommended,none,,none,"Cannot safely commit ZAR 124,278 within the 90-day forecast. Maximum safe amount today is ZAR 17,762.28. Consider reducing the request amount or revisiting later."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Cannot safely commit EUR 1,513.6 within the 90-day forecast. Maximum safe amount today is EUR 1,513.6. Consider reducing the request amount or revisiting later."
request_252,5897254.41,affordable_later,wait,2026-08-14:28082000.0,2026-08-14,none,"Wait until 2026-08-14 to pay IDR 28,082,000 in full. Current safe amount is IDR 5,897,254.41. Balance will be sufficient after upcoming income clears."
request_253,1635.69,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-03-17,none,"Use 3 installments of EUR 984.6, starting 2024-03-21. This leaves at least EUR 2,300 available."
request_254,959.97,affordable_later,wait,2025-09-14:3535.2,2025-09-14,none,"Wait until 2025-09-14 to pay USD 3,535.2 in full. Current safe amount is USD 959.97. Balance will be sufficient after upcoming income clears."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,180834.61,not_affordable,not_recommended,none,2024-06-14,none,"Cannot safely commit INR 218,700 within the 90-day forecast. Maximum safe amount today is INR 180,834.61. Consider reducing the request amount or revisiting later."
request_257,657.26,affordable_later,wait,2025-11-14:1352.4,2025-11-14,none,"Wait until 2025-11-14 to pay USD 1,352.4 in full. Current safe amount is USD 657.26. Balance will be sufficient after upcoming income clears."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.6 today. This leaves at least USD 500 available over the next 90 days."
request_259,489.86,affordable_later,wait,2024-10-14:935.0,2024-10-14,none,Wait until 2024-10-14 to pay EUR 935 in full. Current safe amount is EUR 489.86. Balance will be sufficient after upcoming income clears.
request_260,10729422.36,affordable_with_plan,partial_payment,2025-02-06:10729422.36|2025-02-15:41349577.64,2025-02-15,none,"Pay IDR 10,729,422.36 today and IDR 41,349,577.64 on 2025-02-15. This spreads the cost while keeping at least IDR 20,727,700 available."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.4 today. This leaves at least EUR 1,500 available over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.0,2024-12-05,none,"Pay IDR 9,236,000 today. This leaves at least IDR 31,018,500 available over the next 90 days."
request_263,9323.96,not_affordable,not_recommended,none,2025-07-17,none,"Cannot safely commit ZAR 51,546 within the 90-day forecast. Maximum safe amount today is ZAR 9,323.96. Consider reducing the request amount or revisiting later."
request_264,27041.99,affordable_later,wait,2026-05-14:111300.0,2026-05-14,none,"Wait until 2026-05-14 to pay INR 111,300 in full. Current safe amount is INR 27,041.99. Balance will be sufficient after upcoming income clears."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.0,2024-03-06,none,"Pay INR 45,970 today. This leaves at least INR 189,700 available over the next 90 days."
request_266,935.0,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available."
request_267,1846.97,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-14,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. This leaves at least EUR 1,500 available."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1,400 available."
request_269,13407.72,affordable_later,wait,2026-01-13:15490.0,2026-01-13,none,"Wait until 2026-01-13 to pay ZAR 15,490 in full. Current safe amount is ZAR 13,407.72. Balance will be sufficient after upcoming income clears."
request_270,245.92,not_affordable,not_recommended,none,2026-08-11,none,"Cannot safely commit USD 3,028.8 within the 90-day forecast. Maximum safe amount today is USD 245.92. Consider reducing the request amount or revisiting later."
request_271,29425.89,affordable_later,wait,2024-10-19:91300.0,2024-10-19,none,"Wait until 2024-10-19 to pay INR 91,300 in full. Current safe amount is INR 29,425.89. Balance will be sufficient after upcoming income clears."
request_272,6683525.69,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-14,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 7,508,600 available."
request_273,10764260.96,affordable_with_plan,partial_payment,2026-04-07:10764260.96|2026-04-14:5096739.04,2026-04-14,none,"Pay IDR 10,764,260.96 today and IDR 5,096,739.04 on 2026-04-14. This spreads the cost while keeping at least IDR 18,774,600 available."
request_274,2519.15,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-17,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1,800 available."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.0,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
